Id,y
10000,-66.00242349023134
10001,451.40650440115303
10002,-461.6764170602977
10003,40.501208753725166
10004,-126.74472245403842
10005,-342.53455181925176
10006,-396.5555421135884
10007,335.54127907908776
10008,-99.51242087062445
10009,304.8125398062759
10010,68.89453048978585
10011,412.3691954559077
10012,54.94237102476772
10013,-17.00555075477983
10014,-597.8499575722611
10015,443.50228878641417
10016,144.77448697804283
10017,-57.41116367253757
10018,134.38782757746287
10019,-108.98377598910884
10020,153.82482842506732
10021,611.7359836022029
10022,588.3896503384221
10023,-131.01679995801948
10024,-61.135621141228526
10025,-374.2484953169721
10026,74.15799307965422
10027,137.43837873610352
10028,420.0866117967906
10029,196.7656257134446
10030,268.442849800533
10031,638.4749102511093
10032,127.37873138691752
10033,1.3491187583999458
10034,22.710453177406546
10035,342.2395345225649
10036,307.7039669741719
10037,348.13820870094213
10038,-168.6528613073541
10039,-20.22113090461797
10040,-551.7499275731097
10041,-429.9718040667417
10042,261.8919587067429
10043,389.8204261292209
10044,-96.16562227356592
10045,-210.71080125632648
10046,278.881868784013
10047,-427.4533010310482
10048,-172.90325291756938
10049,467.2643783557835
10050,-631.5587355874394
10051,-355.53165933817706
10052,143.173275538604
10053,69.19920259894131
10054,275.58827397672684
10055,-263.1886122041035
10056,167.49830723241155
10057,104.57789589014169
10058,230.07008661007728
10059,20.988026644576966
10060,-4.822581262502151
10061,-201.92294081063739
10062,560.0639265657702
10063,55.28847625244842
10064,671.301574691834
10065,-493.7487382852288
10066,-279.3530367325913
10067,-53.712527613145994
10068,379.69819550097606
10069,315.07141085798366
10070,169.13001732614202
10071,-271.5993032690101
10072,783.8022226750338
10073,44.57731151554819
10074,57.40678005457882
10075,-161.07827414306846
10076,-220.66957847885712
10077,223.24129442929166
10078,352.66559554375624
10079,13.163291366266694
10080,-461.99414698573014
10081,305.3721466914241
10082,-230.59656173861015
10083,359.07444324254396
10084,-430.26056337592075
10085,-115.5488220554646
10086,-88.96006387867382
10087,-488.2901898080423
10088,-139.3503385471357
10089,57.3388081085258
10090,-190.33624272166426
10091,-6.5080929148238305
10092,189.2910777470181
10093,346.6036781856559
10094,871.6273206485912
10095,-147.01353738653944
10096,443.48993777943093
10097,-30.49843297443878
10098,185.46345753445766
10099,-119.91717151732706
10100,43.57523800180951
10101,58.31857155224343
10102,-197.15246829839828
10103,-70.47160678841232
10104,-342.84605328866706
10105,-29.233589873716685
10106,49.52292929610374
10107,-16.24614413791164
10108,33.7750692616076
10109,-68.8830774832413
10110,25.86339949369624
10111,-617.3142842716964
10112,-185.9044130119495
10113,323.78310610938775
10114,-35.66219572212689
10115,-733.5297711613837
10116,-240.73856264735966
10117,-381.97314662424867
10118,75.3199446216947
10119,36.61032645911648
10120,-28.756270225024235
10121,-481.1606279685896
10122,408.85023042298997
10123,-765.0217471991632
10124,178.07269651637154
10125,-7.649879385671152
10126,134.79684623375846
10127,-477.45851421286903
10128,-248.7062530132366
10129,-361.88465722386445
10130,-18.755611748554212
10131,7.795604374434138
10132,-109.10598972538537
10133,-63.07374524219506
10134,591.8231837349167
10135,259.6126336966296
10136,-279.86583200876714
10137,93.22535940051849
10138,-427.2873154191348
10139,84.38656633089889
10140,-311.5446306441579
10141,11.419268612559907
10142,-297.8314684235842
10143,-331.92897096864414
10144,656.0132305257312
10145,-476.66268136505494
10146,361.1940451337729
10147,-150.1852686119229
10148,299.9467190243261
10149,-191.72143219270606
10150,151.94999511611974
10151,-64.6727578157658
10152,351.2448616306329
10153,-370.6364457562719
10154,349.2249817861106
10155,273.5246096168015
10156,783.1971843196876
10157,-124.2378897357386
10158,-155.22004432990815
10159,-506.95564938641166
10160,201.6932123856162
10161,-415.17405715963713
10162,-348.16510516956566
10163,-201.9522410868108
10164,-658.9504470533365
10165,179.34640168171478
10166,124.0692581616875
10167,-209.15025355201698
10168,213.7051347740057
10169,-82.11721023808963
10170,-97.11026989727209
10171,124.26800574647923
10172,50.28991565714418
10173,538.7439592813373
10174,630.0175345543363
10175,217.2592778265443
10176,-491.7337413267083
10177,-131.1417511388342
10178,362.3930224172941
10179,-14.363038055407937
10180,-30.261757361676597
10181,-107.32358076729861
10182,-334.0625929296719
10183,299.50639964643244
10184,-103.47221484505484
10185,179.820499467194
10186,122.20070887900715
10187,86.58037161690777
10188,386.48256056699205
10189,-613.3611745045835
10190,-269.8163873834617
10191,260.73145126228655
10192,-44.62016128042822
10193,-159.1571757641666
10194,-145.2455987935746
10195,447.22821487599947
10196,476.3569859695939
10197,121.79421345327225
10198,-1.5356790561066842
10199,410.7440965387789
10200,90.82809979964617
10201,150.07336956845006
10202,24.033652961547762
10203,273.8866340536287
10204,-154.52926038025169
10205,42.588901507065685
10206,617.3417063168565
10207,38.939360761427736
10208,-91.43610119490312
10209,225.35327477391047
10210,151.05827577085623
10211,-86.91664773646056
10212,-101.7178895800722
10213,161.93776502605462
10214,357.87041410354425
10215,32.145978186554885
10216,-379.1453992002921
10217,-165.94213222367117
10218,257.45392169454135
10219,-124.83850779184186
10220,47.08451472299143
10221,-67.05065138980305
10222,287.17334413416415
10223,836.2674277701617
10224,-78.73329260205472
10225,-293.00922915219564
10226,284.9163264622558
10227,377.95143200822895
10228,-473.94261958972163
10229,-538.8094549766033
10230,-372.9047504031885
10231,-83.37700889968656
10232,157.46205951911224
10233,167.50291456151197
10234,-105.69040574319561
10235,561.1616879176281
10236,-149.35531895746874
10237,196.96680512352287
10238,-33.81991172758063
10239,5.199419882336965
10240,-121.70842296063259
10241,53.47357981737754
10242,531.2918938411229
10243,-157.60262258937712
10244,-183.77196239261275
10245,643.832246425664
10246,17.780306010128793
10247,-92.07939719460171
10248,485.49316460507606
10249,-221.23657860793963
10250,490.60650504846177
10251,-43.677159154248585
10252,139.93322987117585
10253,207.50447442761094
10254,17.09264702435954
10255,-396.47203316052963
10256,-168.3016676152934
10257,-75.5932410012449
10258,-292.0735078007688
10259,-59.37366534663154
10260,247.36904706438457
10261,206.8311275818549
10262,17.46246446407932
10263,-181.81148500656917
10264,300.1761509454849
10265,-567.6387247955884
10266,311.59327285263555
10267,-9.929511835494335
10268,161.40782304547824
10269,272.3855992297234
10270,55.12245741942508
10271,-15.278267412197623
10272,286.4023019429016
10273,387.8886119434733
10274,-148.57888863638524
10275,171.95235244839614
10276,-411.57059222267867
10277,213.80253827075234
10278,133.93002437371715
10279,-99.01717750124297
10280,-162.417242245581
10281,-39.07419011347835
10282,-295.1584521832385
10283,141.32481354359658
10284,163.05983005334383
10285,-55.45540146241693
10286,-145.74067609352196
10287,16.350462436353187
10288,-364.2985584828276
10289,558.6630187376715
10290,40.050661219006884
10291,67.63734504296991
10292,559.8400846554657
10293,469.806947157417
10294,-149.49980105452948
10295,-328.8227866996954
10296,425.7713170466746
10297,85.50466241179333
10298,-166.91553705584874
10299,-662.298407039349
10300,50.28039165300325
10301,-11.35571833295975
10302,-451.81126444953225
10303,78.67283313413098
10304,-386.81879991735605
10305,-273.22738305237283
10306,352.01504544002216
10307,-263.8480409181025
10308,-214.73022299361006
10309,-84.88115489738531
10310,745.8832791254222
10311,-418.9751084522758
10312,739.199125166193
10313,-469.07742635294653
10314,481.82984486567034
10315,363.2079747874394
10316,-270.253041820719
10317,-399.59212471613205
10318,234.4572803070657
10319,-38.73469357032758
10320,238.36874871850782
10321,28.69744199018373
10322,238.2309578596545
10323,-130.00744030000033
10324,-681.294561778848
10325,61.58065295954394
10326,-444.9298506709588
10327,-14.713208392839402
10328,680.476782342857
10329,288.73260649376607
10330,839.9704901556718
10331,416.6574765191812
10332,167.3560372891584
10333,-86.77953786706645
10334,332.7699676004351
10335,-201.33443093425365
10336,-43.625082987841864
10337,-107.90237779609674
10338,-284.0357380251703
10339,232.60855717832717
10340,237.83315171540107
10341,74.39980567720313
10342,255.51770406364537
10343,-168.64961928561002
10344,68.5633460162901
10345,-365.44198172526006
10346,189.7064988609455
10347,-369.83324976670997
10348,-250.90024390237895
10349,76.31355019623192
10350,-344.9455092337755
10351,-187.42339326812686
10352,482.16975698252196
10353,125.75266972885973
10354,450.69194375218694
10355,216.17619018208143
10356,34.341935719305155
10357,57.511455961215674
10358,-211.41949894712593
10359,49.76249180949327
10360,76.11104020758407
10361,-29.196254490440346
10362,33.04895852873646
10363,364.56271216309955
10364,234.4828098731531
10365,-21.79655485909218
10366,-476.93787704780067
10367,43.567658993045875
10368,-310.95721366517085
10369,-46.94111622603762
10370,181.1955810713358
10371,-214.96242982007163
10372,-80.22706031522222
10373,841.2082291657396
10374,102.35678708587024
10375,37.29773804688132
10376,77.39818275960221
10377,435.79452149369115
10378,111.39479265155666
10379,-128.8292241538739
10380,573.0501210583953
10381,48.60246807791179
10382,-68.55414659218724
10383,56.681624505829745
10384,-360.3099319994394
10385,131.9019228345042
10386,-264.52589763343013
10387,-378.79324972499285
10388,-190.09929259976587
10389,862.9152130409626
10390,159.57649666231177
10391,514.0204635801454
10392,61.387667803407936
10393,720.8758958326586
10394,-450.97673103980213
10395,105.8944421199972
10396,-27.532603044003277
10397,-23.435561966771697
10398,331.2059982949473
10399,-156.02456394824029
10400,0.9477018385605649
10401,17.23240516531946
10402,143.23908417021335
10403,53.2264513907478
10404,41.01334926979496
10405,-129.39255146834722
10406,430.9165210459305
10407,-427.90961965735517
10408,49.11400485209259
10409,-221.6475803891886
10410,-313.75971218684924
10411,115.24452244706886
10412,96.10097204453507
10413,-399.9159849424217
10414,-8.411407923563981
10415,733.1841324374705
10416,-332.42676649165065
10417,83.67612042194465
10418,339.79274865544215
10419,-35.115701314514354
10420,38.204335433877745
10421,-606.1984890559291
10422,194.27285338946126
10423,155.03155116158192
10424,-111.2564778734816
10425,-63.33937163651673
10426,403.9358187289632
10427,690.9194303358613
10428,75.78129943644973
10429,-340.3154065235751
10430,-195.76159542698034
10431,40.44513870875444
10432,-137.65418796029294
10433,-95.67479658954454
10434,290.84353787250313
10435,568.4646813472775
10436,351.2186507540757
10437,194.71516658168392
10438,-312.1508420871942
10439,-518.3107868724485
10440,-80.75158048061428
10441,-109.91053830578568
10442,491.4108364751961
10443,371.4851448604937
10444,343.8566446684354
10445,114.60785397368281
10446,-315.2044219098831
10447,83.10396509306969
10448,-82.59915101774249
10449,-182.21902722527722
10450,-294.91729245130387
10451,-294.2105553148693
10452,611.547041735651
10453,-34.75613410359159
10454,-115.04157690057764
10455,263.2793379023776
10456,346.05651209283826
10457,194.61161526911113
10458,257.3561496384943
10459,-303.2080949271159
10460,-173.19591085705872
10461,-88.5398344857833
10462,137.60161200011433
10463,337.0486492780665
10464,155.72523460362726
10465,-250.2907929052397
10466,148.06340015143473
10467,333.68218860937657
10468,-260.3363923834265
10469,340.3079092279147
10470,224.68535571269553
10471,-607.2797170619315
10472,-54.85959294091812
10473,-685.0910817258435
10474,268.2582707785931
10475,108.79743563388297
10476,-233.16761717272158
10477,115.89088157850347
10478,75.28875461498467
10479,312.58695394034254
10480,78.42590704679479
10481,-509.63079643958326
10482,142.1529457847468
10483,-567.6096744598844
10484,99.19784411012918
10485,181.76569364681035
10486,-27.407098394358254
10487,-646.8210508159766
10488,-261.63281625029833
10489,-398.8768891978149
10490,-259.41075205618296
10491,-252.0574035679906
10492,-25.64796722733379
10493,-479.3579494231406
10494,109.91068619021921
10495,161.9425796911403
10496,-436.80717423975545
10497,-66.01220442256886
10498,-73.6053826540711
10499,51.00273944619482
10500,7.60968103216489
10501,-38.39048673108425
10502,493.595970606929
10503,-303.44908054448626
10504,285.36305876068604
10505,236.93082121946333
10506,-112.90288738209131
10507,-104.91639705404555
10508,70.11071172015251
10509,-334.40218077461805
10510,-526.1520613513323
10511,26.695126681540916
10512,16.625076878907866
10513,-282.62391868623956
10514,-156.7643892232488
10515,-368.7038524010552
10516,87.26698388397246
10517,9.621961449395204
10518,159.33855433394945
